age,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054,2055,2056,2057,2058,2059,2060,2061,2062,2063,2064,2065,2066,2067,2068,2069,2070,2071,2072,2073,2074,2075,2076,2077,2078,2079,2080,2081,2082,2083,2084,2085,2086,2087,2088,2089,2090,2091,2092,2093,2094,2095,2096,2097,2098,2099,2100
28,0.0003403664845738337,0.00033740824929990806,0.00033450346224309763,0.00033165115772229353,0.0003288503875039332,0.0003261002204867562,0.00032339974239227215,0.00032074805546081046,0.00031814427815306175,0.0003155875448570208,0.0003130770056002156,0.00031061182576713525,0.00030819118582177374,0.0003058142810351712,0.0003034803212178933,0.00030118853045733347,0.00029893814685976274,0.0002967284222970474,0.00029455862215793465,0.00029242802510383314,0.00029033592282901304,0.0002882816198251274,0.0002862644331499994,0.0002842836922005797,0.0002823387384900054,0.0002804289254286944,0.0002785536181093877,0.0002767121930960758,0.0002749040382167448,0.00027312855235986106,0.0002713851452745328,0.00026967323737428896,0.00026799225954439346,0.00026634165295265057,0.00026472086886362235,0.00026312936845620215,0.0002615666226444906,0.0002600321119019017,0.00025852532608844694,0.0002570457642811465,0.0002555929346074954,0.00025416635408194666,0.00025276554844534395,0.00025139005200725494,0.0002500394074911582,0.0002487131658824225,0.0002474108862790326,0.0002461321357450172,0.00024487648916651805,0.0002436435291104661,0.00024243284568580684,0.00024124403640723275,0.00024007670606138192,0.00023893046657545022,0.000237804936888177,0.0002366997428231665,0.00023561451696449144,0.00023454889853455048,0.00023350253327412827,0.00023247507332462282,0.00023146617711240395,0.0002304755092352579,0.00022950274035088333,0.0002285475470674057,0.00022760961183586608,0.00022668862284465254,0.00022578427391584273,0.00022489626440341364,0.00022402429909329597,0.00022316808810523062,0.00022232734679639865,0.00022150179566679523,0.00022069116026631033,0.00021989517110348824,0.00021911356355593887,0.0002183460777823629,0.000217592458636171
29,0.0003525834480480871,0.0003495309606016334,0.0003465336963599071,0.0003435906562680762,0.0003407008593454201,0.0003378633423583509,0.00033507715949934936,0.0003323413820716994,0.0003296550981799365,0.0003270174124258955,0.00032442744561024723,0.00032188433443945013,0.00031938723123798825,0.0003169353036658251,0.00031452773444096886,0.00031216372106704793,0.0003098424755658283,0.00030756322421455606,0.00030532520728806183,0.00030312767880552957,0.0003009699062818396,0.0002988511704834175,0.00029677076518850026,0.0002947279969517306,0.00029272218487302334,0.0002907526603706002,0.0002888187669581392,0.00028691986002595546,0.00028505530662613305,0.00028322448526155544,0.00028142678567874134,0.0002796616086644363,0.0002779283658458831,0.0002762264794947003,0.00027455538233431444,0.00027291451735087614,0.00027130333760759035,0.0002697213060624153,0.00026816789538905016,0.00026664258780116726,0.000265144874879824,0.0002636742574039917,0.0002622302451841586,0.00026081235689893453,0.0002594201199346182,0.0002580530702276653,0.00025671075211000335,0.0002553927181571484,0.00025409852903907033,0.0002528277533737508,0.000251579967583398,0.00025035475575325533,0.0002491517094929691,0.0002479704278004647,0.0002468105169282798,0.00024567159025232384,0.00024455326814300433,0.0002434551778386889,0.0002423769533214572,0.0002413182351950962,0.00024027867056530686,0.0002392579129220777,0.00023825562202418264,0.00023727146378577405,0.00023630511016502182,0.00023535623905477092,0.00023442453417517708,0.00023350968496828095,0.0002326113864944953,0.00023172933933095918,0.00023086324947173495,0.00023001282822981032,0.00022917779214087062,0.00022835786286881494,0.00022755276711298132,0.00022676223651704747,0.000225986007579584
30,0.0003679771973628147,0.00036481191434207974,0.00036170401698052394,0.0003586524648928642,0.0003556562365556959,0.00035271432896553733,0.0003498257573030666,0.0003469895546034528,0.0003442047714326522,0.000341470475569585,0.0003387857516940668,0.0003361497010804048,0.0003335614412965382,0.0003310201059086433,0.0003285248441910883,0.0003260748208416522,0.0003236692157018972,0.0003213072234826199,0.0003189880534942747,0.00031671092938228987,0.00031447508886717337,0.00031227978348933894,0.00031012427835855404,0.00030800785190793423,0.00030592979565239025,0.00030388941395146187,0.00030188602377644773,0.0002999189544817572,0.000297987547580411,0.000296091156523605,0.00029422914648427693,0.0002924008941445938,0.0002906057874872954,0.00028884322559081415,0.000287112618428116,0.0002854133866691847,0.00028374496148709025,0.0002821067843675673,0.00028049830692205213,0.0002789189907041053,0.00027736830702916626,0.00027584573679756983,0.00027435077032077714,0.0002728829071507534,0.00027144165591244266,0.0002700265341392741,0.0002686370681116555,0.00026727279269839264,0.00026593325120098584,0.0002646179952007446,0.0002633265844086792,0.00026205858651811106,0.00026081357705995525,0.0002595911392606292,0.00025839086390253257,0.0002572123491870613,0.00025605520060010265,0.00025491903077997106,0.00025380345938773427,0.0002527081129798944,0.0002516326248833752,0.00025057663507277743,0.0002495397900498565,0.0002485217427251883,0.0002475221523019785,0.00024654068416198066,0.0002455770097534783,0.0002446308064813025,0.00024370175759884022,0.00024278955210200342,0.00024189388462511656,0.0002410144553386951,0.0002401509698490758,0.00023930313909986637,0.00023847067927518383,0.0002376533117046434,0.00023685076277007354
31,0.0003848548168012083,0.00038150291001137467,0.0003782130296729111,0.00037498402799714006,0.00037181477843500866,0.00036870417528406306,0.000365651133302677,0.00036265458733143155,0.0003597134919215008,0.00035682682096990293,0.0003539935673615172,0.00035121274261770957,0.00034848337655147134,0.00034580451692893803,0.0003431752291371634,0.0003405945958580546,0.00033806171674832656,0.0003355757081253939,0.0003331357026590604,0.0003307408490689245,0.0003283903118273825,0.00032608327086812027,0.0003238189213000113,0.0003215964731262958,0.00031941515096896983,0.0003172741937982618,0.0003151728546671237,0.0003131104004506348,0.00031108611159022016,0.0003090992818426142,0.00030714921803345674,0.0003052352398154616,0.0003033566794310483,0.00030151288147937407,0.0002997032026876769,0.0002979270116868421,0.0002961836887911336,0.00029447262578198905,0.0002927932256958272,0.0002911449026157723,0.00028952708146723794,0.00028793919781729496,0.0002863806976777447,0.0002848510373118459,0.0002833496830446095,0.000281876111076609,0.0002804298073012366,0.00027901026712533596,0.00027761699529316094,0.0002762495057135849,0.0002749073212905147,0.000273589973756436,0.00027229700350904317,0.00027102795945089256,0.0002697823988320184,0.0002685598870954677,0.00026735999772568636,0.0002661823120997182,0.0002650264193411506,0.00026389191617676725,0.000262778406795854,0.00026168550271210317,0.00026061282262808026,0.0002595599923021917,0.00025852664441812116,0.00025751241845667545,0.0002565169605700064,0.00025553992345815954,0.0002545809662479044,0.0002536397543738115,0.00025271595946152546,0.000251809259213201,0.0002509193372950594,0.0002500458832270222,0.0002491885922743918,0.0002483471653415321,0.0002475213088675207
32,0.0004053959586777894,0.0004018300602478073,0.000398331363208767,0.00039489860111210765,0.00039153053137620884,0.0003882259348366151,0.00038498361530471607,0.0003818023991347631,0.00037868113479902667,0.00037561869247097936,0.0003726139636163147,0.00036966586059169234,0.00036677331625102714,0.00036393528355921513,0.0003611507352131222,0.00035841866326973216,0.00035573807878128626,0.00035310801143731456,0.0003505275092133978,0.00034799563802656396,0.00034551148139716405,0.00034307414011713465,0.00034068273192449804,0.0003383363911840104,0.00033603426857381453,0.00033377553077801103,0.0003315593601850142,0.0003293849545915927,0.0003272515269124961,0.0003251583048955417,0.0003231045308420829,0.00032108946133273345,0.0003191123669582727,0.0003171725320556102,0.00031526925444873755,0.0003134018451945512,0.00031156962833347654,0.0003097719406447798,0.0003080081314065035,0.00030627756215991387,0.0003045796064783991,0.0003029136497407118,0.00030127908890849515,0.0002996753323079921,0.00029810179941587735,0.00029655792064911676,0.0002950431371587958,0.00029355690062782437,0.00029209867307246313,0.00029066792664758114,0.00028926414345559225,0.00028788681535898394,0.000286535443796387,0.0002852095396021038,0.0002839086228290454,0.0002826322225749979,0.00028137987681216986,0.00028015113221994573,0.0002789455440207974,0.0002777626758192812,0.0002766020994440762,0.0002754633947929942,0.00027434614968091113,0.0002732499596905687,0.0002721744280261808,0.00027111916536980623,0.0002700837897404207,0.000269067926355652,0.0002680712074961142,0.00026709327237230433,0.00026613376699400216,0.0002651923440421366,0.0002642686627430613,0.00026336238874520503,0.0002624731939980415,0.00026160075663334497,0.00026074476084867896
33,0.0004290846494163018,0.0004252809308170586,0.0004215498895509663,0.0004178901369783001,0.00041430031099195814,0.00041077907551050123,0.0004073251199808917,0.0004039371588907141,0.00040061393128973475,0.0003973542003205908,0.00039415675275844596,0.00039102039855945395,0.00038794397041783243,0.00038492632333141726,0.0003819663341755006,0.0003790629012848277,0.0003762149440435697,0.00037342140248313084,0.00037068123688765075,0.0003679934274070292,0.0003653569736773592,0.00036277089444860345,0.0003602342272193842,0.00035774602787876076,0.0003553053703548374,0.00035291134627009964,0.00035056306460332586,0.00034825965135796004,0.00034600024923682856,0.00034378401732305995,0.0003416101307671134,0.00033947778047977936,0.0003373861728310458,0.000335334529354726,0.0003333220864587186,0.00033134809514081474,0.0003294118207099283,0.000327512542512652,0.0003256495536650459,0.00032382216078953943,0.0003220296837568722,0.00032027145543295384,0.0003185468214305714,0.0003168551398658336,0.00031519578111926903,0.00031356812760149536,0.00031197157352335665,0.00031040552467046135,0.00030886939818202254,0.000307362622333924,0.0003058846363259367,0.00030443489007299227,0.0003030128440004535,0.00030161796884329054,0.00030024974544909486,0.0002989076645848613,0.0002975912267474555,0.0002962999419777088,0.0002950333296780617,0.0002937909184336906,0.00029257224583705715,0.0002913768583158036,0.0002902043109639426,0.0002890541673762682,0.0002879259994859309,0.0002868193874051205,0.00028573391926878646,0.00028466919108135027,0.00028362480656634345,0.00028260037701891753,0.0002815955211611766,0.00028060986500026816,0.00027964304168919126,0.0002786946913902587,0.00027776446114117267,0.00027685200472365654,0.0002759569825345964
34,0.0004569158636307552,0.0004527918445329396,0.0004487484648807409,0.0004447841478821911,0.0004408973475772914,0.0004370865482351361,0.00043335026376282505,0.00042968703712593193,0.0004260954397803119,0.00042257407111500613,0.0004191215579060519,0.00041573655378096747,0.00041241773869370835,0.0004091638184098907,0.000405973524002079,0.00040284561135494864,0.00039977886068011284,0.00039677207604044764,0.00039382408488371277,0.00039093373758529286,0.00038809990699987954,0.000385321488021919,0.00038259739715465913,0.0003799265720876141,0.0003773079712822995,0.0003747405735660648,0.00037222337773386717,0.00036975540215783306,0.00036733568440445286,0.00036496328085926553,0.00036263726635887307,0.0003603567338301591,0.00035812079393655785,0.00035592857473124056,0.00035377922131708345,0.00035167189551328366,0.0003496057755284981,0.0003475800556403656,0.0003455939458813037,0.000343646671730445,0.000341737473811598,0.00033986560759711445,0.0003380303431175458,0.00033623096467698063,0.00033446677057394174,0.00033273707282774676,0.0003310411969102169,0.0003293784814826317,0.00032774827813782765,0.0003261499511473395,0.00032458287721348573,0.0003230464452263038,0.00032154005602523316,0.0003200631221654634,0.0003186150676888487,0.000317195327899302,0.0003158033491425813,0.00031443858859038097,0.00031310051402864796,0.00031178860365003167,0.0003105023458503975,0.00030924123902931677,0.0003080047913944579,0.00030679252076980305,0.0003056039544076138,0.0003044386288040764,0.00030329608951854654,0.0003021758909963341,0.0003010775963949498,0.0003000007774137502,0.0002989450141269144,0.00029790989481968494,0.00029689501582781387,0.00029589998138014384,0.0002949244034442714,0.0002939679015752257,0.00029303010276710717
35,0.00048573885016386286,0.00048130606439057,0.00047696106609520426,0.0004727021167228986,0.0004685275121493573,0.0004644355819989885,0.0004604246889765403,0.0004564932282119732,0.0004526396266183073,0.0004488623422621857,0.00044515986374690477,0.0004415307096076616,0.00043797342771877904,0.00043448659471266956,0.0004310688154103063,0.00042771872226297295,0.0004244349748050699,0.00042121625911775576,0.0004180612873032126,0.00041496879696932174,0.00041193755072454574,0.0004089663356828132,0.0004060539629782097,0.00040319926728927906,0.0004004011063727461,0.000397658360606473,0.0003949699325414674,0.0003923347464627624,0.00038975174795899317,0.0003872199035004977,0.00038473820002577223,0.00038230564453611794,0.0003799212636983137,0.00037758410345515897,0.0003752932286437285,0.0003730477226211878,0.00037084668689801886,0.0003686892407785092,0.0003665745210083613,0.00036450168142928023,0.0003624698926404023,0.0003604783416664288,0.00035852623163233133,0.0003566127814445008,0.0003547372254782095,0.0003528988132712633,0.00035109680922372125,0.00034933049230356105,0.00034759915575817446,0.0003459021068315757,0.00034423866648721033,0.0003426081691362542,0.0003410099623712925,0.00033944340670527345,0.0003379078753156317,0.00033640275379347937,0.00033492743989776356,0.0003334813433142933,0.00033206388541953804,0.0003306744990491046,0.00032931262827079873,0.00032797772816218064,0.0003266692645925282,0.00032538671400911376,0.0003241295632277178,0.0003228973092272892,0.0003216894589486725,0.0003205055290973213,0.00031934504594991836,0.0003182075451648261,0.0003170925715962903,0.0003159996791123237,0.0003149284304161961,0.0003138783968714598,0.00031284915833044036,0.0003118403029661234,0.00031085142710737156
36,0.0005204919355009971,0.0005157058873324909,0.0005110153984234907,0.0005064185608174201,0.0005019135046523697,0.0004974983974004968,0.0004931714431225961,0.0004889308817375694,0.00048477498830647376,0.0004807020723308651,0.00047671047706515234,0.00047279857884268057,0.0004689647864152685,0.0004652075403059399,0.00046152531217456464,0.0004579166041961794,0.00045437994845171374,0.00045091390633088274,0.0004475170679470016,0.00044418805156348415,0.0004409255030317907,0.0004377280952406036,0.00043459452757599,0.00043152352539235355,0.0004285138394939438,0.0004255642456267197,0.0004226735439803573,0.00041984055870020225,0.00041706413740896477,0.0004143431507379654,0.0004116764918677437,0.00040906307607782984,0.0004065018403055156,0.00040399174271342963,0.00040153176226574803,0.00039912089831286614,0.0003967581701843628,0.0003944426167900913,0.0003921732962292381,0.00038994928540718015,0.00038776967965999955,0.00038563359238649123,0.0003835401546875191,0.00038148851501257266,0.0003794778388133808,0.0003775073082044406,0.00037557612163032785,0.00037368349353964284,0.00037182865406547365,0.0003700108487122354,0.0003682293380487632,0.0003664833974075327,0.00036477231658988584,0.0003630953995771422,0.00036145196424748063,0.00035984134209846816,0.0003582628779751346,0.0003567159298034738,0.0003551998683292664,0.000353714076862117,0.0003522579510246024,0.0003508308985064274,0.00034943233882349226,0.0003480617030817651,0.0003467184337458744,0.00034540198441231854,0.00034411181958720537,0.00034284741446842764,0.00034160825473218936,0.0003403938363237926,0.00033920366525260447,0.0003380372573911134,0.0003368941382780012,0.00033577384292514595,0.0003346759156284777,0.0003335999097826113,0.0003325453876991799
37,0.0005612846804205417,0.0005561017019150361,0.0005510225078277693,0.0005460450199704049,0.0005411672017684381,0.0005363870574279061,0.0005317026311188019,0.000527112006174831,0.0005226133043091921,0.000518204684846069,0.0005138843439674955,0.0005096505139753167,0.0005055014625679201,0.0005014354921314574,0.0004974509390452454,0.0004935461730010896,0.00048971959633623,0.0004859696433796455,0.00048229477981145334,0.0004786935020351233,0.0004751643365622759,0.00047170583940979276,0.00046831659550899957,0.0004649952181266852,0.00046174034829770316,0.00045855065426894594,0.00045542483095444746,0.0004523615994013971,0.000449359706266851,0.00044641792330491197,0.00044353504686418755,0.0004407098973953071,0.00043794131896829943,0.0004352281787996399,0.0004325693667887578,0.0004299637950638354,0.00042741039753669587,0.0004249081294666052,0.0004224559670328124,0.0004200529069156408,0.0004176979658859763,0.0004153901804029703,0.0004131286062198035,0.00041091231799733564,0.00040874040892549985,0.00040661199035227385,0.00040452619142008095,0.0004024821587094757,0.0004004790558899564,0.000398516063377778,0.0003965923780006121,0.0003947072126689237,0.0003928597960539295,0.000391049372272,0.0003892752005753866,0.00038753655504913904,0.00038583272431409125,0.00038416301123579813,0.00038252673263929423,0.00038092321902957055,0.000379351814317645,0.0003778118755521186,0.0003763027726561094,0.00037482388816944894,0.00037337461699604604,0.00037195436615630636,0.0003705625545445129,0.00036919861269105907,0.00036786198252944846,0.0003665521171679573,0.00036526848066586944,0.00036401054781419424,0.0003627778039207707,0.0003615697445996796,0.0003603858755648697,0.0003592257124279168,0.0003580887804998344
38,0.0006118770803576268,0.0006062294483115541,0.0006006950748750906,0.0005952716887400939,0.0005899570641476361,0.0005847490199745515,0.0005796454188383032,0.0005746441662198012,0.0005697432096038119,0.0005649405376366001,0.0005602341793004777,0.0005556222031048919,0.0005511027162937422,0.0005466738640685927,0.0005423338288274628,0.0005380808294188827,0.0005339131204109085,0.0005298289913747963,0.0005258267661830424,0.000521904802321501,0.0005180614902152907,0.0005142952525682327,0.0005106045437155232,0.0005069878489893928,0.0005034436840974867,0.0004999705945137111,0.0004965671548812953,0.0004932319684278244,0.0004899636663920042,0.00048676090746192107,0.00048362237722456816,0.00048054678762640576,0.00047753287644475035,0.0004745794067697538,0.00047168516649677633,0.00046884896782893853,0.00046606964678964913,0.0004633460627449088,0.00046067709793519375,0.0004580616570167269,0.00045549866661194857,0.00045298707486900294,0.0004505258510300543,0.000448113985008269,0.0004457504869732722,0.0004434343869449221,0.00044116473439522965,0.000438940597858262,0.0004367610645478684,0.0004346252399830726,0.0004325322476209777,0.00043048122849703285,0.0004284713408725144,0.00042650175988907357,0.0004245716772302185,0.00042268030078957834,0.00042082685434582305,0.00041901057724410206,0.0004172307240838715,0.0004154865644129816,0.0004137773824278987,0.0004121024766799397,0.00041046115978739695,0.0004088527581534376,0.00040727661168965686,0.0004057320735451809,0.00040421850984119685,0.00040273529941080955,0.00040128183354411423,0.00039985751573838206,0.00039846176145325507,0.00039709399787085095,0.00039575366366067805,0.0003944402087492657,0.00039315309409441383,0.0003918917914639688,0.00039065578321903873
39,0.0006645896964304345,0.0006583367873406397,0.0006522120097864411,0.0006462127381594732,0.0006403364006540452,0.0006345804781646425,0.0006289425032060209,0.0006234200588554295,0.0006180107777165088,0.0006127123409044202,0.0006075224770517725,0.0006024389613349165,0.0005974596145201946,0.0005925823020297326,0.0005878049330263759,0.0005831254595173754,0.0005785418754764417,0.0005740522159837886,0.0005696545563837993,0.0005653470114599527,0.0005611277346266566,0.0005569949171376421,0.0005529467873105785,0.0005489816097675776,0.0005450976846912605,0.00054129334709607,0.0005375669661145129,0.0005339169442980302,0.0005303417169321928,0.0005268397513659294,0.0005234095463544999,0.000520049631415933,0.0005167585662006499,0.0005135349398740066,0.0005103773705114883,0.0005072845045062971,0.0005042550159890795,0.0005012876062595443,0.0004983810032297272,0.0004955339608786649,0.0004927452587182419,0.0004900137012699847,0.00048733811755257626,0.0004847173605798726,0.00048215030686920505,0.00047963585595975887,0.00047717292994082074,0.00047476047298969327,0.000472397450919078,0.0004700828507337337,0.00046781568019621896,0.00046559496740153383,0.00046341976036047707,0.00046128912659154186,0.0004592021527211733,0.00045715794409221784,0.0004551556243803961,0.0004531943352186345,0.0004512732358290951,0.00044939150266274557,0.00044754832904631497,0.00044574292483648414,0.00044397451608116183,0.0004422423446877022,0.0004405456680979207,0.00043888375896976984,0.0004372559048655372,0.0004356614079464333,0.00043409958467343794,0.00043256976551427583,0.00043107129465639764,0.00042960352972584205,0.0004281658415118588,0.00042675761369717516,0.00042537824259378704,0.00042402713688416947,0.0004227037173677845
40,0.0007281286265633856,0.0007211748233367913,0.0007143662251542337,0.0007076997999332502,0.0007011725789054596,0.0006947816552944752,0.0006885241830214342,0.0006823973754375363,0.0006763985040830708,0.000670524897472345,0.0006647739399039865,0.0006591430702960964,0.0006536297810457079,0.0006482316169120799,0.0006429461739232986,0.0006377710983057143,0.0006327040854357298,0.0006277428788134858,0.0006228852690579612,0.0006181290929230728,0.000613472232334312,0.0006089126134455001,0.0006044482057152379,0.0006000770210026478,0.0005957971126819834,0.0005916065747757418,0.0005875035411058707,0.0005834861844626993,0.0005795527157912296,0.0005757013833944065,0.0005719304721530372,0.0005682383027619935,0.0005646232309823644,0.000561083646909224,0.0005576179742546948,0.00055422466964597,0.0005509022219380066,0.000547649151540563,0.0005444640097592914,0.0005413453781505879,0.0005382918678899192,0.0005353021191533286,0.0005323748005118686,0.0005295086083386722,0.0005267022662284068,0.0005239545244288535,0.0005212641592843486,0.0005186299726908542,0.0005160507915624048,0.0005135254673086945,0.0005110528753235734,0.0005086319144842283,0.0005062615066608134,0.0005039405962363279,0.0005016681496365168,0.0004994431548695867,0.0004972646210755344,0.0004951315780848883,0.000493043075986657,0.0004909981847053072,0.0004889959935865711,0.00048703561099190326,0.000485116163901406,0.0004832367975250481,0.00048139667492199637,0.0004795949766279023,0.000477830900289968,0.00047610366030963305,0.0004744124874927248,0.0004727566287069087,0.0004711353465462973,0.0004695479190030596,0.00046799363914588795,0.0004664718148051796,0.00046498176826479304,0.00046352283596023735,0.00046209436818316784
41,0.0007987542804168387,0.0007909796734377266,0.000783370871284816,0.0007759243379285135,0.0007686366127502037,0.0007615043089340102,0.0007545241118928413,0.0007476927777280067,0.0007410071317216818,0.0007344640668615337,0.0007280605423967898,0.000721793582425122,0.0007156602745096573,0.000709657768325484,0.000703783274335024,0.000698034062491652,0.0006924074609709722,0.0006869008549291329,0.0006815116852876405,0.000676237447544081,0.0006710756906082046,0.000666024015662832,0.0006610800750490622,0.000656241571175237,0.000651506255449191,0.0006468719272332645,0.0006423364328216032,0.0006378976644392698,0.0006335535592626981,0.0006293020984610459,0.0006251413062579767,0.0006210692490134661,0.0006170840343251814,0.0006131838101490283,0.0006093667639384508,0.0006056311218020944,0.0006019751476794191,0.0005983971425339081,0.0005948954435634749,0.0005914684234277108,0.0005881144894916136,0.0005848320830854429,0.0005816196787803658,0.0005784757836795392,0.0005753989367243224,0.0005723877080152803,0.000569440698147667,0.0005665565375610818,0.0005637338859029986,0.00056097143140586,0.0005582678902774646,0.000555622006104351,0.0005530325492679064,0.000550498316372927,0.0005480181296883648,0.0005455908366000062,0.0005432153090748126,0.0005408904431366954,0.0005386151583534652,0.0005363883973347239,0.0005342091252404641,0.000532076329300152,0.0005299890183420599,0.0005279462223326423,0.0005259469919257332,0.0005239903980213572,0.0005220755313339496,0.0005202015019697877,0.0005183674390134275,0.0005165724901229672,0.0005148158211339383,0.0005130966156716452,0.0005114140747717732,0.0005097674165090851,0.0005081558756340412,0.0005065787032171618,0.0005050351663009806
42,0.0008735788706350558,0.0008649800302098821,0.000856567685892523,0.0008483377928587364,0.0008402863940105243,0.0008324096180734735,0.0008247036777353867,0.0008171648678252468,0.0008097895635317129,0.0008025742186602316,0.0007955153639279478,0.0007886096052956201,0.0007818536223356801,0.0007752441666357227,0.0007687780602365858,0.000762452194104339,0.0007562635266353912,0.0007502090821940204,0.0007442859496816422,0.0007384912811370793,0.0007328222903672183,0.000727276251607346,0.0007218504982105416,0.0007165424213655121,0.0007113494688422086,0.0007062691437646758,0.0007012990034104979,0.000696436658036284,0.0006916797697286432,0.0006870260512800554,0.0006824732650891472,0.0006780192220848035,0.000673661780673614,0.0006693988457101613,0.000665228367489623,0.0006611483407622408,0.0006571568037691522,0.0006532518372991346,0.0006494315637658174,0.0006456941463048916,0.0006420377878909183,0.0006384607304732731,0.0006349612541308478,0.000631537676245075,0.0006281883506908871,0.0006249116670452349,0.0006217060498127546,0.0006185699576682455,0.0006155018827155665,0.0006125003497626068,0.0006095639156119904,0.0006066911683671505,0.0006038807267534673,0.0006011312394541207,0.0005984413844603479,0.0005958098684358006,0.0005932354260946762,0.0005907168195933487,0.0005882528379351866,0.000585842296388278,0.0005834840359157945,0.0005811769226186956,0.0005789198471905343,0.0005767117243840733,0.0005745514924894825,0.0005724381128238448,0.0005703705692317341,0.0005683478675966329,0.0005663690353629352,0.0005644331210683271,0.0005625391938863021,0.0005606863431786002,0.000558873678057358,0.0005571003269567473,0.0005553654372139133,0.0005536681746589952,0.0005520077232140383
43,0.0009588389602657506,0.0009493595908726343,0.0009400878169709289,0.0009310190922784615,0.0009221489700753452,0.0009134731010236006,0.0009049872310345041,0.0008966871991826646,0.0008885689356657798,0.0008806284598090522,0.000872861878113329,0.000865265382345988,0.0008578352476736104,0.0008505678308355685,0.0008434595683576129,0.0008365069748045584,0.0008297066410712609,0.0008230552327110063,0.0008165494883005211,0.0008101862178407659,0.0008039623011927735,0.0007978746865477368,0.0007919203889305878,0.0007860964887363624,0.0007804001302986199,0.0007748285204891962,0.0007693789273486392,0.0007640486787466362,0.0007588351610717623,0.0007537358179499395,0.0007487481489909588,0.0007438697085624405,0.0007390981045906577,0.000734430997387622,0.0007298660985038414,0.0007254011696062176,0.000721034021380509,0.0007167625124578366,0.0007125845483646862,0.0007084980804959176,0.0007045011051102638,0.0007005916623478172,0.0006967678352690445,0.0006930277489148464,0.0006893695693871901,0.000685791502949888,0.0006822917951490677,0.000678868729952894,0.0006755206289101404,0.0006722458503271877,0.0006690427884630363,0.0006659098727419576,0.0006628455669833874,0.0006598483686486758,0.0006569168081043422,0.0006540494479014603,0.0006512448820708286,0.0006485017354335685,0.0006458186629268272,0.0006431943489442481,0.0006406275066908769,0.0006381168775522023,0.0006356612304770153,0.0006332593613737753,0.0006309100925202037,0.0006286122719858069,0.0006263647730670391,0.0006241664937348414,0.0006220163560942797,0.0006199133058560097,0.0006178563118193242,0.0006158443653665197,0.0006138764799683314,0.0006119516907002044,0.000610069053769159,0.0006082276460510111,0.0006064265646377342
44,0.0010599662758739505,0.0010494830481010686,0.0010392302862492662,0.0010292029236976517,0.0010193960052112133,0.0010098046844920717,0.0010004242217845811,0.0009912499815330812,0.0009822774300911267,0.0009735021334811068,0.0009649197552030895,0.0009565260540918492,0.0009483168822210087,0.0009402881828532416,0.0009324359884355646,0.0009247564186386767,0.0009172456784394139,0.0009099000562453603,0.0009027159220606759,0.0008956897256922708,0.0008888179949953926,0.0008820973341577938,0.0008755244220216212,0.0008690960104421869,0.0008628089226828401,0.0008566600518451072,0.0008506463593333534,0.0008447648733531982,0.0008390126874429317,0.0008333869590372365,0.0008278849080624656,0.0008225038155628113,0.0008172410223566775,0.0008120939277225814,0.0008070599881139615,0.0008021367159022233,0.0007973216781474262,0.0007926124953959955,0.0007880068405048598,0.000783502437491451,0.0007790970604089745,0.0007747885322464105,0.0007705747238526996,0.0007664535528845718,0.0007624229827775204,0.0007584810217393845,0.0007546257217660639,0.0007508551776788728,0.0007471675261830504,0.0007435609449469805,0.0007400336517016435,0.0007365839033598709,0.000733209995154963,0.0007299102597982375,0.0007266830666551098,0.0007235268209392761,0.0007204399629246163,0.0007174209671744233,0.0007144683417875723,0.0007115806276612717,0.0007087563977700121,0.0007059942564603727,0.0007032928387613301,0.0007006508097097252,0.0006980668636905679,0.0006955397237918363,0.0006930681411734641,0.0006906508944502005,0.0006882867890880336,0.0006859746568138905,0.000683713355038307,0.0006815017662907939,0.0006793387976676154,0.0006772233802917045,0.0006751544687844595,0.0006731310407491444,0.0006711520962656507
