age,year,migr double  & fert ↑ 2 in 2100,migr double  & fert eq. to last,migr double  & fert ↓ 0 in 2100,migr average & fert ↑ 2 in 2100,migr average & fert eq. to last,migr average & fert ↓ 0 in 2100,migr zero    & fert ↑ 2 in 2100,migr zero    & fert eq. to last,migr zero    & fert ↓ 0 in 2100
20,2091,742551,528374,266465,527930,364210,168209,313309,200046,69955
21,2091,743940,537877,283477,527723,369823,178655,311506,201770,73831
22,2091,746764,548564,301559,528339,376094,189706,309913,203623,77852
23,2091,751637,561023,321272,530107,383327,201647,308577,205630,82023
24,2091,757821,574485,341812,532686,391154,214084,307553,207825,86356
25,2091,765098,588704,362900,536008,399477,226884,306917,210249,90867
26,2091,773369,603562,384397,540041,408245,239981,306714,212927,95565
27,2091,782371,618763,405966,544711,417347,253224,307050,215931,100481
28,2091,793133,635335,428631,550538,427303,267125,307945,219271,105619
29,2091,803413,651031,450134,556434,437010,280569,309457,222988,111005
30,2091,814817,667474,472107,563203,447283,294376,311589,227091,116645
31,2091,824265,681612,491517,569299,456597,307033,314334,231581,122548
32,2091,831563,693289,508245,574601,464862,318480,317638,236434,128713
33,2091,839340,705180,525003,580397,473405,330072,321453,241629,135141
34,2091,847381,717123,541674,586539,482123,341748,325697,247125,141823
35,2091,855570,729047,558227,592935,490965,353491,330299,252884,148753
36,2091,865862,742970,576742,600486,500891,366316,335108,258812,155890
37,2091,874642,755325,593693,607335,510087,378452,340027,264850,163210
38,2091,882507,766747,609757,613737,518843,390221,344965,270939,170685
39,2091,889899,777713,625440,619866,527368,401863,349834,277024,178288
40,2091,896506,787952,640513,625504,535479,413236,354502,283005,185959
41,2091,902072,797229,654762,630484,543031,424212,358897,288833,193663
42,2091,906735,805707,668372,634830,550069,434860,362925,294432,201348
43,2091,910544,813444,681416,638535,556598,445194,366526,299752,208972
44,2091,913397,820349,693808,641516,562543,455148,369635,304737,216487
45,2091,915128,826257,705382,643675,567808,464621,372223,309359,223861
46,2091,915800,831224,716183,645037,572411,473625,374274,313598,231066
47,2091,915308,835133,726074,645560,576298,482086,375811,317464,238097
48,2091,913737,838058,735115,645274,579495,490019,376812,320933,244922
49,2091,911079,839977,743261,644194,582001,497404,377310,324025,251546
50,2091,907376,840912,750503,642351,583833,504234,377325,326753,257963
51,2091,902749,840951,756892,639848,585066,510552,376946,329182,264212
52,2091,897198,840077,762379,636700,585704,516337,376202,331331,270296
53,2091,890929,838468,767109,633039,585856,521675,375149,333243,276241
54,2091,883983,836142,771066,628923,585560,526576,373863,334979,282087
55,2091,876536,833254,774378,624459,584912,531117,372383,336570,287856
56,2091,868637,829834,777054,619700,583948,535317,370763,338061,293580
57,2091,860302,825885,779070,614680,582693,539183,369058,339501,299297
58,2091,851759,821622,780630,609520,581261,542823,367281,340900,305016
59,2091,843097,817127,781802,604290,579717,546289,365483,342305,310777
60,2091,834498,812577,782759,599086,578151,549674,363674,343724,316588
61,2091,826012,808020,783544,593961,576617,553023,361911,345213,322502
62,2091,817555,803372,784079,588863,575063,556292,360172,346754,328504
63,2091,809233,798747,784484,583858,573560,559553,358483,348373,334621
64,2091,801031,794136,784756,578939,572105,562809,356848,350074,340862
65,2091,793226,789822,785193,574240,570836,566207,355254,351850,347221
66,2091,788050,788050,788050,568967,568967,568967,349883,349883,349883
67,2091,792857,792857,792857,575584,575584,575584,358310,358310,358310
68,2091,802222,802222,802222,587023,587023,587023,371825,371825,371825
69,2091,804698,804698,804698,591762,591762,591762,378825,378825,378825
70,2091,803508,803508,803508,593076,593076,593076,382643,382643,382643
71,2091,809988,809988,809988,602309,602309,602309,394629,394629,394629
72,2091,817311,817311,817311,612624,612624,612624,407936,407936,407936
73,2091,823333,823333,823333,621888,621888,621888,420443,420443,420443
74,2091,823863,823863,823863,625910,625910,625910,427957,427957,427957
75,2091,821345,821345,821345,627210,627210,627210,433075,433075,433075
76,2091,819425,819425,819425,629410,629410,629410,439395,439395,439395
77,2091,809929,809929,809929,624201,624201,624201,438474,438474,438474
78,2091,811689,811689,811689,630346,630346,630346,449002,449002,449002
79,2091,799975,799975,799975,623433,623433,623433,446891,446891,446891
80,2091,791444,791444,791444,620208,620208,620208,448973,448973,448973
81,2091,773266,773266,773266,608634,608634,608634,444001,444001,444001
82,2091,751017,751017,751017,593573,593573,593573,436130,436130,436130
83,2091,719277,719277,719277,569858,569858,569858,420440,420440,420440
84,2091,685096,685096,685096,545464,545464,545464,405831,405831,405831
85,2091,645892,645892,645892,516794,516794,516794,387696,387696,387696
86,2091,610751,610751,610751,492098,492098,492098,373445,373445,373445
87,2091,560607,560607,560607,452802,452802,452802,344997,344997,344997
88,2091,511596,511596,511596,415050,415050,415050,318505,318505,318505
89,2091,465508,465508,465508,380575,380575,380575,295643,295643,295643
90,2091,421095,421095,421095,347689,347689,347689,274283,274283,274283
91,2091,367338,367338,367338,305039,305039,305039,242741,242741,242741
92,2091,318520,318520,318520,266652,266652,266652,214785,214785,214785
93,2091,268881,268881,268881,226561,226561,226561,184241,184241,184241
94,2091,223426,223426,223426,189786,189786,189786,156147,156147,156147
95,2091,181168,181168,181168,154943,154943,154943,128718,128718,128718
96,2091,145049,145049,145049,125161,125161,125161,105274,105274,105274
97,2091,114448,114448,114448,99581,99581,99581,84714,84714,84714
98,2091,90363,90363,90363,79364,79364,79364,68365,68365,68365
99,2091,67409,67409,67409,59469,59469,59469,51529,51529,51529
100,2091,121250,121250,121250,108559,108559,108559,95868,95868,95868
0,2092,830483,436923,41061,578912,296560,26410,327341,156196,11760
1,2092,825332,440307,49454,576777,299549,31500,328220,158793,13545
2,2092,821502,444482,58254,575468,303030,36853,329434,161578,15452
3,2092,817675,448689,67251,574090,306506,42356,330504,164326,17462
4,2092,813780,452881,76422,572588,309950,47999,331395,167018,19575
5,2092,809927,457191,85917,571002,313415,53853,332077,169641,21789
6,2092,805901,461418,95547,569213,316800,59826,332525,172181,24103
7,2092,801740,465611,105372,567231,320120,65944,332721,174630,26515
8,2092,797478,469807,115431,565069,323392,72226,332659,176978,29021
9,2092,793276,474162,125884,562804,326692,78752,332333,179223,31621
10,2092,788889,478429,136475,560316,329896,85394,331744,181363,34312
11,2092,784069,482349,146942,557484,332873,92018,330900,183397,37093
12,2092,778897,485992,157343,554355,335661,98653,329812,185331,39963
13,2092,773466,489429,167735,550981,338300,105329,328495,187169,42921
14,2092,767840,492711,178155,547404,340815,112061,326969,188919,45968
15,2092,762126,495925,188667,543689,343257,118885,325252,190590,49103
16,2092,756675,499395,199576,540011,345787,125949,323349,192178,52324
17,2092,752265,503851,211562,536806,348789,133600,321348,193729,55639
18,2092,751797,512153,227451,535554,353715,143254,319313,195277,59056
19,2092,752824,521837,244756,535041,359332,153665,317258,196826,62576
20,2092,753040,530568,261116,534125,364478,163657,315210,198387,66200
21,2092,754104,539965,278102,533679,369988,174022,313254,200011,69942
22,2092,756519,550494,296140,533984,376113,184979,311450,201733,73818
23,2092,760915,562753,315795,535385,383169,196816,309855,203585,77837
24,2092,766541,575964,336259,537529,390777,209133,308516,205590,82007
25,2092,773170,589871,357245,540330,398827,221792,307491,207783,86338
26,2092,780739,604381,378625,543796,407294,234736,306854,210205,90848
27,2092,788925,619154,400037,547786,416018,247790,306648,212881,95544
28,2092,798857,635285,422535,552920,425585,261497,306982,215884,100458
29,2092,808264,650502,443844,558069,434862,274720,307875,219221,105596
30,2092,818812,666467,465616,564098,444701,288297,309385,222936,110979
31,2092,827442,680136,484817,569478,453586,300717,311513,227036,116616
32,2092,834008,691391,501345,574130,461457,311931,314253,231522,122517
33,2092,841140,702904,517910,579347,469637,323295,317552,236370,128678
34,2092,848656,714535,534409,585009,478047,334756,321361,241560,135103
35,2092,856418,726199,550803,591009,486624,346292,325598,247050,141780
36,2092,866457,739974,569210,598325,496388,358958,330192,252802,148705
37,2092,875110,752260,586090,605052,505492,370963,334993,258723,155837
38,2092,882962,763688,602117,611432,514220,382633,339901,264752,163149
39,2092,890446,774733,617806,617636,522782,394211,344826,270829,170616
40,2092,897301,785164,632958,623491,531033,405583,349680,276902,178210
41,2092,903206,794705,647336,628769,538787,416603,354332,282870,185870
42,2092,908326,803538,661145,633518,546110,427353,358709,288682,193562
43,2092,912676,811706,674449,637697,552985,437842,362717,294263,201233
44,2092,916158,819119,687173,641227,559341,448007,366296,299564,208841
45,2092,918571,825589,699135,643974,565057,457736,369378,304525,216336
46,2092,919963,831159,710377,645951,570141,467033,371940,309123,223691
47,2092,920185,835680,720735,647073,574508,475805,373963,313337,230873
48,2092,919369,839266,730306,647419,578220,484094,375469,317175,237880
49,2092,917431,841828,738988,646934,581220,491833,376436,320612,244677
50,2092,914423,843398,746788,645662,583536,499030,376900,323673,251273
51,2092,910383,843999,753698,643628,585181,505677,376874,326362,257655
52,2092,905369,843653,759703,640911,586201,511785,376453,328751,263866
53,2092,899539,842500,764914,637600,586677,517410,375660,330854,269907
54,2092,892917,840540,769294,633736,586628,522549,374555,332716,275804
55,2092,885699,837942,772980,629454,586168,527287,373209,334393,281594
56,2092,877922,834723,775961,624794,585322,531631,371665,335921,287301
57,2092,869595,830874,778206,619786,584109,535582,369977,337344,292957
58,2092,860985,826649,779942,614593,582680,539271,368200,338712,298602
59,2092,852139,822080,781192,609241,581054,542714,366342,340029,304236
60,2092,843293,817396,782169,603876,579372,546038,364460,341347,309907
61,2092,834438,812584,782858,598495,577625,549236,362554,342665,315613
62,2092,825575,807643,783251,593126,575841,552327,360679,344038,321404
63,2092,816784,802654,783434,587803,574054,555354,358822,345455,327274
64,2092,808079,797636,783431,582545,572289,558339,357011,346943,333248
65,2092,799744,792880,783543,577487,570684,561430,355231,348488,339318
66,2092,791741,788354,783748,572609,569222,564616,353477,350090,345484
67,2092,785861,785861,785861,566909,566909,566909,347956,347956,347956
68,2092,790142,790142,790142,573141,573141,573141,356141,356141,356141
69,2092,798936,798936,798936,584147,584147,584147,369357,369357,369357
70,2092,800713,800713,800713,588386,588386,588386,376059,376059,376059
71,2092,798924,798924,798924,589239,589239,589239,379553,379553,379553
72,2092,804546,804546,804546,597826,597826,597826,391105,391105,391105
73,2092,810952,810952,810952,607419,607419,607419,403885,403885,403885
74,2092,816025,816025,816025,615910,615910,615910,415796,415796,415796
75,2092,815545,815545,815545,619107,619107,619107,422669,422669,422669
76,2092,811796,811796,811796,619447,619447,619447,427098,427098,427098
77,2092,808556,808556,808556,620576,620576,620576,432597,432597,432597
78,2092,797906,797906,797906,614366,614366,614366,430826,430826,430826
79,2092,797531,797531,797531,618824,618824,618824,440116,440116,440116
80,2092,783564,783564,783564,610182,610182,610182,436800,436800,436800
81,2092,770865,770865,770865,604081,604081,604081,437298,437298,437298
82,2092,750108,750108,750108,590406,590406,590406,430704,430704,430704
83,2092,725118,725118,725118,573104,573104,573104,421090,421090,421090
84,2092,690765,690765,690765,547269,547269,547269,403773,403773,403773
85,2092,653891,653891,653891,520619,520619,520619,387346,387346,387346
86,2092,612050,612050,612050,489716,489716,489716,367382,367382,367382
87,2092,573727,573727,573727,462267,462267,462267,350806,350806,350806
88,2092,521260,521260,521260,421022,421022,421022,320783,320783,320783
89,2092,470186,470186,470186,381455,381455,381455,292724,292724,292724
90,2092,422203,422203,422203,345172,345172,345172,268140,268140,268140
91,2092,376535,376535,376535,310897,310897,310897,245259,245259,245259
92,2092,323512,323512,323512,268647,268647,268647,213781,213781,213781
93,2092,275774,275774,275774,230867,230867,230867,185960,185960,185960
94,2092,228456,228456,228456,192499,192499,192499,156541,156541,156541
95,2092,186039,186039,186039,158029,158029,158029,130018,130018,130018
96,2092,147586,147586,147586,126223,126223,126223,104859,104859,104859
97,2092,115633,115633,115633,99779,99779,99779,83924,83924,83924
98,2092,89443,89443,89443,77824,77824,77824,66205,66205,66205
99,2092,69080,69080,69080,60671,60671,60671,52263,52263,52263
100,2092,122888,122888,122888,109368,109368,109368,95848,95848,95848
0,2093,837851,436310,36154,581876,294833,23106,325901,153357,10058
1,2093,832727,439750,44474,579791,297857,28107,326856,155964,11742
2,2093,828990,444007,53197,578589,301391,33371,328185,158776,13544
3,2093,825310,448320,62123,577359,304943,38787,329408,161565,15451
4,2093,821608,452644,71229,576046,308479,44345,330484,164316,17461
5,2093,817987,457105,80664,574683,312058,50120,331379,167010,19574
6,2093,814224,461503,90245,573143,315568,56017,332062,169633,21789
7,2093,810351,465883,100027,571431,319028,62065,332511,172174,24102
8,2093,806392,470276,110052,569550,322449,68283,332708,174623,26514
9,2093,802499,474840,120478,567573,325905,74749,332646,176971,29019
10,2093,798421,479319,131055,565370,329267,81337,332320,179216,31620
11,2093,793900,483452,141512,562815,332404,87911,331731,181355,34311
12,2093,789011,487305,151912,559949,335347,94502,330886,183389,37092
13,2093,783837,490945,162312,556817,338133,101136,329796,185322,39962
14,2093,778439,494418,172742,553458,340789,107831,328477,187159,42919
15,2093,772917,497808,183272,549932,343357,114618,326946,188906,45964
16,2093,767607,501429,194197,546416,346001,121648,325224,190574,49099
17,2093,763240,505987,206200,543276,349073,129259,323314,192157,52318
18,2093,762730,514348,222097,542018,354025,138864,321306,193704,55632
19,2093,763680,524072,239411,541472,359660,149230,319266,195248,59047
20,2093,763764,532814,255778,540485,364805,159171,317206,196794,62566
21,2093,764591,542159,272754,539874,370256,169470,315155,198352,66188
22,2093,766682,552582,290766,539940,376278,180347,313197,199975,69930
23,2093,770669,564682,310376,541030,383189,192091,311391,201695,73804
24,2093,775818,577693,330783,542806,390619,204303,309795,203546,77822
25,2093,781889,591350,351693,545171,398450,216842,308454,205549,81991
26,2093,788809,605549,372971,548118,406644,229646,307427,207740,86320
27,2093,796293,619974,394265,551540,415067,242547,306788,210160,90829
